city,loc,pop,state,zip
WEST BARNSTABLE,"[-70.371985, 41.700212]",2311,MA,2668
WEST DENNIS,"[-70.168092, 41.662557]",1347,MA,2670
WEST HARWICH,"[-70.113501, 41.669367]",1061,MA,2671
WEST YARMOUTH,"[-70.236297, 41.661367]",6972,MA,2673
YARMOUTH PORT,"[-70.227014, 41.705149]",5735,MA,2675
ASSONET,"[-71.060736, 41.797458]",3614,MA,2702
ATTLEBORO,"[-71.30092, 41.929599]",38528,MA,2703
CUTTYHUNK,"[-70.87854, 41.443601]",98,MA,2713
DIGHTON,"[-71.142723, 41.812505]",1828,MA,2715
EAST FREETOWN,"[-70.967709, 41.763455]",4883,MA,2717
EAST TAUNTON,"[-71.019225, 41.873585]",4800,MA,2718
FAIRHAVEN,"[-70.889608, 41.640924]",16141,MA,2719
FALL RIVER,"[-71.139991, 41.718221]",30600,MA,2720
FALL RIVER,"[-71.157424, 41.688305]",26884,MA,2721
FALL RIVER,"[-71.133214, 41.692612]",16801,MA,2723
FALL RIVER,"[-71.174822, 41.684975]",18141,MA,2724
SOMERSET,"[-71.177971, 41.722299]",2528,MA,2725
SOMERSET,"[-71.149206, 41.756012]",15117,MA,2726
MARION,"[-70.761261, 41.709526]",4496,MA,2738
MATTAPOISETT,"[-70.816357, 41.661845]",5850,MA,2739
NEW BEDFORD,"[-70.9372, 41.634749]",46426,MA,2740
ACUSHNET,"[-70.908652, 41.6997]",9601,MA,2743
NEW BEDFORD,"[-70.916746, 41.612716]",13424,MA,2744
NEW BEDFORD,"[-70.935545, 41.691337]",23661,MA,2745
NEW BEDFORD,"[-70.93243, 41.659972]",16236,MA,2746
NORTH DARTMOUTH,"[-70.995769, 41.633789]",16383,MA,2747
PADANARAM VILLAG,"[-70.956521, 41.591728]",10980,MA,2748
NORTH ATTLEBORO,"[-71.329757, 41.977542]",22289,MA,2760
PLAINVILLE,"[-71.327454, 42.012403]",6874,MA,2762
NORTH ATTLEBORO,"[-71.310353, 41.970979]",2737,MA,2763
NORTH DIGHTON,"[-71.148523, 41.852874]",3779,MA,2764
NORTON,"[-71.189441, 41.971801]",14329,MA,2766
RAYNHAM,"[-71.046856, 41.932361]",9804,MA,2767
REHOBOTH,"[-71.254453, 41.85152]",7762,MA,2769
ROCHESTER,"[-70.852257, 41.759082]",3270,MA,2770
SEEKONK,"[-71.322406, 41.837835]",13375,MA,2771
SWANSEA,"[-71.212167, 41.74734]",15865,MA,2777
BERKLEY,"[-71.076534, 41.835325]",4438,MA,2779
TAUNTON,"[-71.10261, 41.905007]",44894,MA,2780
WESTPORT,"[-71.089003, 41.621127]",14154,MA,2790
ASHAWAY,"[-71.783745, 41.423054]",2472,RI,2804
BARRINGTON,"[-71.317497, 41.744334]",15849,RI,2806
BLOCK ISLAND,"[-71.574825, 41.171546]",836,RI,2807
BRADFORD,"[-71.746453, 41.411448]",2184,RI,2808
BRISTOL,"[-71.267558, 41.68247]",21625,RI,2809
RICHMOND,"[-71.650279, 41.46941]",1011,RI,2812
CHARLESTOWN,"[-71.661455, 41.400749]",6663,RI,2813
CHEPACHET,"[-71.679483, 41.91549]",8191,RI,2814
CLAYVILLE,"[-71.670589, 41.777762]",45,RI,2815
COVENTRY,"[-71.576794, 41.69143]",29842,RI,2816
WEST GREENWICH,"[-71.643549, 41.639977]",3246,RI,2817
EAST GREENWICH,"[-71.474009, 41.649777]",16180,RI,2818
EXETER,"[-71.607626, 41.574031]",3774,RI,2822
FOSTER,"[-71.718748, 41.781455]",5175,RI,2825
GREENE,"[-71.735607, 41.706151]",1241,RI,2827
GREENVILLE,"[-71.556923, 41.873409]",6945,RI,2828
HARRISVILLE,"[-71.653405, 41.976379]",6384,RI,2830
HOPE,"[-71.561225, 41.751603]",3653,RI,2831
RICHMOND,"[-71.734862, 41.506974]",3466,RI,2832
JAMESTOWN,"[-71.376108, 41.516405]",4999,RI,2835
RICHMOND,"[-71.683992, 41.477694]",183,RI,2836
LITTLE COMPTON,"[-71.161215, 41.52204]",3341,RI,2837
MANVILLE,"[-71.474113, 41.96888]",3259,RI,2838
MIDDLETOWN,"[-71.30348, 41.504502]",47687,RI,2840
NORTH KINGSTOWN,"[-71.462494, 41.589426]",22325,RI,2852
NORTH SCITUATE,"[-71.624187, 41.8439]",9563,RI,2857
OAKLAND,"[-71.642925, 41.963637]",462,RI,2858
PASCOAG,"[-71.709866, 41.962728]",7156,RI,2859
PAWTUCKET,"[-71.390713, 41.872873]",45442,RI,2860
PAWTUCKET,"[-71.356001, 41.881384]",27013,RI,2861
CENTRAL FALLS,"[-71.394527, 41.888263]",17380,RI,2863
CUMBERLAND,"[-71.415419, 41.948352]",29327,RI,2864
LINCOLN,"[-71.434777, 41.908906]",14765,RI,2865
PORTSMOUTH,"[-71.252018, 41.594397]",16707,RI,2871
PRUDENCE ISLAND,"[-71.311827, 41.613606]",150,RI,2872
SAUNDERSTOWN,"[-71.442693, 41.510528]",3196,RI,2874
SLATERSVILLE,"[-71.5682, 42.001478]",639,RI,2876
SLOCUM,"[-71.537169, 41.521237]",1114,RI,2877
TIVERTON,"[-71.180823, 41.633839]",14310,RI,2878
NARRAGANSETT,"[-71.525138, 41.430195]",13422,RI,2879
KINGSTON,"[-71.529239, 41.480295]",7683,RI,2881
NARRAGANSETT,"[-71.46164, 41.435313]",13596,RI,2882
PEACE DALE,"[-71.500057, 41.45157]",1652,RI,2883
WARREN,"[-71.270165, 41.725618]",11385,RI,2885
WARWICK,"[-71.447591, 41.702601]",40845,RI,2886
WARWICK,"[-71.40836, 41.74936]",20869,RI,2888
WARWICK,"[-71.390146, 41.714069]",20849,RI,2889
WESTERLY,"[-71.812643, 41.369128]",20290,RI,2891
RICHMOND,"[-71.599076, 41.506716]",3943,RI,2892
WEST WARWICK,"[-71.518349, 41.700433]",27821,RI,2893
WOOD RIVER JUNCT,"[-71.709512, 41.453771]",684,RI,2894
NORTH SMITHFIELD,"[-71.513683, 41.99948]",53733,RI,2895
RICHMOND,"[-71.683973, 41.523362]",1508,RI,2898
PROVIDENCE,"[-71.415801, 41.820002]",9093,RI,2903
CENTREDALE,"[-71.438102, 41.860461]",28119,RI,2904
CRANSTON,"[-71.403146, 41.786568]",24885,RI,2905
PROVIDENCE,"[-71.397065, 41.835104]",31069,RI,2906
CRANSTON,"[-71.424039, 41.800842]",25668,RI,2907
PROVIDENCE,"[-71.437684, 41.838294]",35933,RI,2908
CRANSTON,"[-71.448165, 41.816777]",34261,RI,2909
CRANSTON,"[-71.438331, 41.776572]",21128,RI,2910
CENTREDALE,"[-71.474058, 41.853412]",13858,RI,2911
EAST PROVIDENCE,"[-71.368785, 41.813777]",22965,RI,2914
RIVERSIDE,"[-71.354244, 41.772313]",18934,RI,2915
RUMFORD,"[-71.355938, 41.842472]",8550,RI,2916
SMITHFIELD,"[-71.520666, 41.896382]",12213,RI,2917
CRANSTON,"[-71.497646, 41.826431]",26575,RI,2919
CRANSTON,"[-71.465889, 41.77157]",37385,RI,2920
CRANSTON,"[-71.506102, 41.761357]",6502,RI,2921
AMHERST,"[-71.607536, 42.856944]",8998,NH,3031
AUBURN,"[-71.344892, 42.992529]",4085,NH,3032
BROOKLINE,"[-71.666254, 42.738442]",2410,NH,3033
CANDIA,"[-71.304857, 43.058514]",3557,NH,3034
CHESTER,"[-71.244962, 42.967756]",2691,NH,3036
DEERFIELD,"[-71.251264, 43.137756]",3124,NH,3037
DERRY,"[-71.301971, 42.887404]",29556,NH,3038
EPPING,"[-71.076367, 43.041052]",6797,NH,3042
FRANCESTOWN,"[-71.81131, 42.991952]",1219,NH,3043
FREMONT,"[-71.121836, 42.984016]",2677,NH,3044
DUNBARTON,"[-71.56264, 43.018224]",9428,NH,3045
GREENFIELD,"[-71.872755, 42.949277]",1422,NH,3047
MASON,"[-71.784487, 42.7489]",3443,NH,3048
HOLLIS,"[-71.577206, 42.748513]",5705,NH,3049
HUDSON,"[-71.412144, 42.769038]",26489,NH,3051
LONDONDERRY,"[-71.37719, 42.865555]",19687,NH,3053
MERRIMACK,"[-71.51278, 42.866689]",21632,NH,3054
MILFORD,"[-71.660569, 42.828497]",11795,NH,3055
MONT VERNON,"[-71.676243, 42.897597]",1812,NH,3057
NASHUA,"[-71.466684, 42.756395]",41438,NH,3060
NASHUA,"[-71.489282, 42.723472]",23927,NH,3062
NASHUA,"[-71.513156, 42.771686]",14891,NH,3063
NEW BOSTON,"[-71.686402, 42.97217]",2701,NH,3070
NEW IPSWICH,"[-71.870318, 42.751142]",4014,NH,3071
PELHAM,"[-71.304551, 42.72881]",6012,NH,3076
RAYMOND,"[-71.191159, 43.032512]",9005,NH,3077
SALEM,"[-71.21761, 42.78465]",25746,NH,3079
LYNDEBOROUGH,"[-71.774373, 42.895449]",1294,NH,3082
TEMPLE,"[-71.852347, 42.820035]",1194,NH,3084
WILTON,"[-71.754066, 42.836761]",3122,NH,3086
WINDHAM,"[-71.306735, 42.805106]",9000,NH,3087
MANCHESTER,"[-71.463255, 42.992858]",2697,NH,3101
MANCHESTER,"[-71.488433, 42.99442]",29308,NH,3102
MANCHESTER,"[-71.449325, 42.965563]",36613,NH,3103
MANCHESTER,"[-71.448233, 43.007307]",29950,NH,3104
HOOKSETT,"[-71.444446, 43.061708]",8668,NH,3106
MANCHESTER,"[-71.413474, 42.971349]",7884,NH,3109
BEDFORD,"[-71.52127, 42.940307]",12468,NH,3110
ANDOVER,"[-71.782952, 43.428668]",1638,NH,3216
ASHLAND,"[-71.612085, 43.703428]",2056,NH,3217
BARNSTEAD,"[-71.286946, 43.36513]",793,NH,3218
BELMONT,"[-71.488991, 43.451189]",2997,NH,3220
BRADFORD,"[-71.985048, 43.294343]",3273,NH,3221
BRISTOL,"[-71.750664, 43.611994]",4288,NH,3222
BEEBE RIVER,"[-71.636142, 43.888507]",2802,NH,3223
CANTERBURY,"[-71.557008, 43.357041]",2085,NH,3224
CENTER BARNSTEAD,"[-71.24244, 43.356563]",2307,NH,3225
CENTER HARBOR,"[-71.47973, 43.710688]",470,NH,3226
CENTER SANDWICH,"[-71.450614, 43.816169]",615,NH,3227
HOPKINTON,"[-71.696299, 43.218898]",6071,NH,3229
DANBURY,"[-71.869074, 43.5115]",1098,NH,3230
EAST ANDOVER,"[-71.759606, 43.47766]",177,NH,3231
EAST HEBRON,"[-71.767907, 43.696969]",47,NH,3232
EPSOM,"[-71.354576, 43.217398]",2931,NH,3234
FRANKLIN,"[-71.649122, 43.442569]",9780,NH,3235
GILMANTON,"[-71.412063, 43.417476]",1308,NH,3237
GRAFTON,"[-71.963389, 43.572743]",890,NH,3240
HEBRON,"[-71.82696, 43.718571]",657,NH,3241
HENNIKER,"[-71.815921, 43.179091]",4151,NH,3242
HILL,"[-71.729168, 43.527422]",778,NH,3243
HILLSBORO,"[-71.902818, 43.120709]",5246,NH,3244
GILFORD,"[-71.452907, 43.538713]",24409,NH,3246
LINCOLN,"[-71.672707, 44.058159]",1229,NH,3251
MEREDITH,"[-71.511327, 43.650208]",5959,NH,3253
MOULTONBOROUGH,"[-71.392245, 43.728133]",3208,NH,3254
NEW HAMPTON,"[-71.643513, 43.618393]",1214,NH,3256
NEW LONDON,"[-71.985674, 43.414501]",3280,NH,3257
NORTH SANDWICH,"[-71.385025, 43.845182]",338,NH,3259
NORTHWOOD,"[-71.200423, 43.206965]",3013,NH,3261
NORTH WOODSTOCK,"[-71.697684, 44.019831]",1091,NH,3262
PITTSFIELD,"[-71.33303, 43.287384]",5806,NH,3263
PLYMOUTH,"[-71.684714, 43.763524]",8980,NH,3264
RUMNEY,"[-71.848019, 43.804389]",1912,NH,3266
SALISBURY,"[-71.704468, 43.406652]",140,NH,3268
SANBORNTON,"[-71.600348, 43.549552]",699,NH,3269
ALLENSTOWN,"[-71.439663, 43.147554]",11565,NH,3275
TILTON,"[-71.577413, 43.46033]",7356,NH,3276
WARNER,"[-71.835349, 43.303512]",3265,NH,3278
WARREN,"[-71.89013, 43.944667]",886,NH,3279
WASHINGTON,"[-72.082407, 43.174705]",628,NH,3280
WEARE,"[-71.70376, 43.071422]",7481,NH,3281
WENTWORTH,"[-71.909651, 43.868456]",556,NH,3282
WEST SPRINGFIELD,"[-72.057855, 43.491615]",788,NH,3284
WILMOT FLAT,"[-71.900983, 43.432177]",931,NH,3287
NOTTINGHAM,"[-71.110983, 43.119632]",598,NH,3290
WEST NOTTINGHAM,"[-71.111006, 43.133971]",27,NH,3291
CONCORD,"[-71.527734, 43.218525]",34035,NH,3301
BOSCAWEN,"[-71.612723, 43.285285]",12046,NH,3303
BOW,"[-71.544814, 43.138788]",5500,NH,3304
SURRY,"[-72.28954, 42.943127]",23882,NH,3431
ANTRIM,"[-71.938698, 43.059547]",3379,NH,3440
ASHUELOT,"[-72.434899, 42.785057]",285,NH,3441
BENNINGTON,"[-71.91534, 43.010309]",1236,NH,3442
CHESTERFIELD,"[-72.487219, 42.900785]",1455,NH,3443
DUBLIN,"[-72.050538, 42.897198]",1474,NH,3444
EAST SULLIVAN,"[-72.191778, 42.994005]",169,NH,3445
EAST SWANZEY,"[-72.249298, 42.884137]",796,NH,3446
FITZWILLIAM,"[-72.145014, 42.7611]",2016,NH,3447
GILSUM,"[-72.263272, 43.043105]",745,NH,3448
HANCOCK,"[-71.981858, 42.976817]",1526,NH,3449
HARRISVILLE,"[-72.097243, 42.939874]",981,NH,3450
HINSDALE,"[-72.501474, 42.802714]",3936,NH,3451
JAFFREY,"[-72.027514, 42.81779]",5334,NH,3452
MARLBOROUGH,"[-72.201292, 42.898804]",1927,NH,3455
MARLOW,"[-72.210879, 43.132585]",650,NH,3456
MUNSONVILLE,"[-72.133702, 42.998646]",535,NH,3457
PETERBOROUGH,"[-71.946964, 42.88559]",5713,NH,3458
RINDGE,"[-72.019038, 42.754391]",4968,NH,3461
SPOFFORD,"[-72.410277, 42.911973]",1266,NH,3462
STODDARD,"[-72.108811, 43.073944]",622,NH,3464
TROY,"[-72.184753, 42.82697]",2097,NH,3465
WEST CHESTERFIEL,"[-72.511216, 42.873152]",391,NH,3466
WESTMORELAND,"[-72.435784, 42.968999]",1596,NH,3467
WEST SWANZEY,"[-72.297688, 42.870313]",5440,NH,3469
RICHMOND,"[-72.363672, 42.773922]",4625,NH,3470
LITTLETON,"[-71.776816, 44.311187]",6663,NH,3561
BERLIN,"[-71.189236, 44.48107]",12892,NH,3570
BETHLEHEM,"[-71.682929, 44.280846]",1885,NH,3574
COLEBROOK,"[-71.479341, 44.907776]",4232,NH,3576
ERROL,"[-71.143612, 44.800273]",366,NH,3579
FRANCONIA,"[-71.751822, 44.205273]",1090,NH,3580
GORHAM,"[-71.179983, 44.399601]",3610,NH,3581
GROVETON,"[-71.506421, 44.598367]",2527,NH,3582
JEFFERSON,"[-71.451834, 44.399907]",986,NH,3583
LANCASTER,"[-71.559115, 44.492074]",3825,NH,3584
LISBON,"[-71.896565, 44.214837]",2295,NH,3585
MILAN,"[-71.181031, 44.586968]",987,NH,3588
NORTH STRATFORD,"[-71.564368, 44.714915]",927,NH,3590
PITTSBURG,"[-71.363593, 45.086564]",1104,NH,3592
WHITEFIELD,"[-71.603453, 44.36811]",3139,NH,3598
ALSTEAD,"[-72.328052, 43.126484]",1721,NH,3602
CHARLESTOWN,"[-72.40638, 43.257339]",4678,NH,3603
EAST LEMPSTER,"[-72.166205, 43.21863]",323,NH,3605
SOUTH ACWORTH,"[-72.341053, 43.176942]",1008,NH,3607
WALPOLE,"[-72.415489, 43.076533]",2466,NH,3608
NORTH WALPOLE,"[-72.448253, 43.142759]",744,NH,3609
BATH,"[-71.956741, 44.173419]",155,NH,3740
CANAAN,"[-72.029724, 43.660092]",3065,NH,3741
CLAREMONT,"[-72.342186, 43.367942]",14820,NH,3743
CORNISH,"[-72.339426, 43.496339]",2275,NH,3745
ENFIELD,"[-72.127014, 43.625584]",4118,NH,3748
ETNA,"[-72.212479, 43.711333]",944,NH,3750
GOSHEN,"[-72.124117, 43.302623]",742,NH,3752
GRANTHAM,"[-72.133437, 43.510324]",1247,NH,3753
HANOVER,"[-72.28496, 43.704532]",7070,NH,3755
HAVERHILL,"[-72.057276, 44.039438]",498,NH,3765
LEBANON,"[-72.242818, 43.644688]",9032,NH,3766
LYME,"[-72.161993, 43.791327]",2172,NH,3768
MERIDEN,"[-72.275644, 43.529873]",126,NH,3770
MONROE,"[-72.025028, 44.273358]",760,NH,3771
NEWPORT,"[-72.183789, 43.353228]",8073,NH,3773
NORTH HAVERHILL,"[-72.019112, 44.097841]",1744,NH,3774
ORFORD,"[-72.097846, 43.894101]",1008,NH,3777
PIERMONT,"[-72.081299, 43.990572]",431,NH,3779
PIKE,"[-72.009587, 44.025511]",751,NH,3780
PLAINFIELD,"[-72.270398, 43.551919]",1314,NH,3781
SUNAPEE,"[-72.095044, 43.386816]",2570,NH,3782
WEST LEBANON,"[-72.300735, 43.64401]",3784,NH,3784
WOODSVILLE,"[-71.989215, 44.138549]",2292,NH,3785
NEWINGTON,"[-70.780412, 43.066524]",27430,NH,3801
ALTON,"[-71.229709, 43.46302]",2939,NH,3809
ALTON BAY,"[-71.24888, 43.484468]",157,NH,3810
ATKINSON,"[-71.1603, 42.836981]",5145,NH,3811
BARTLETT,"[-71.2491, 44.08656]",1379,NH,3812
CENTER CONWAY,"[-71.060677, 43.98776]",2394,NH,3813
CENTER OSSIPEE,"[-71.134882, 43.768189]",2492,NH,3814
CENTER STRAFFORD,"[-71.107122, 43.262888]",436,NH,3815
CENTER TUFTONBOR,"[-71.265059, 43.690205]",885,NH,3816
CHOCORUA,"[-71.240716, 43.890851]",70,NH,3817
CONWAY,"[-71.15028, 43.974161]",1875,NH,3818
DANVILLE,"[-71.120985, 42.923432]",2471,NH,3819
MADBURY,"[-70.884881, 43.190006]",27182,NH,3820
LEE,"[-70.952333, 43.133821]",15487,NH,3824
BARRINGTON,"[-71.037675, 43.2027]",5842,NH,3825
EAST HAMPSTEAD,"[-71.127978, 42.887656]",1880,NH,3826
SOUTH HAMPTON,"[-70.976904, 42.911289]",3197,NH,3827
EAST WAKEFIELD,"[-71.007712, 43.641022]",675,NH,3830
BRENTWOOD,"[-70.964306, 42.977169]",14374,NH,3833
FARMINGTON,"[-71.064693, 43.388373]",4676,NH,3835
FREEDOM,"[-71.062815, 43.817242]",935,NH,3836
GILMANTON IRON W,"[-71.330315, 43.425281]",1301,NH,3837
GLEN,"[-71.192457, 44.101777]",84,NH,3838
GONIC,"[-70.976642, 43.268374]",4474,NH,3839
GREENLAND,"[-70.847476, 43.035294]",2450,NH,3840
HAMPSTEAD,"[-71.175802, 42.881957]",5291,NH,3841
HAMPTON,"[-70.824336, 42.935883]",12278,NH,3842
HAMPTON FALLS,"[-70.887608, 42.926323]",1503,NH,3844
INTERVALE,"[-71.119415, 44.095479]",1811,NH,3845
JACKSON,"[-71.187808, 44.166989]",689,NH,3846
KINGSTON,"[-71.063914, 42.913258]",6111,NH,3848
MADISON,"[-71.125412, 43.915206]",1669,NH,3849
MILTON MILLS,"[-70.969729, 43.502494]",514,NH,3852
MIRROR LAKE,"[-71.272858, 43.636552]",696,NH,3853
NEW CASTLE,"[-70.719922, 43.068114]",840,NH,3854
NEW DURHAM,"[-71.140828, 43.443045]",2148,NH,3855
NEWMARKET,"[-70.955317, 43.072628]",9049,NH,3857
NEWTON,"[-71.042021, 42.867805]",2944,NH,3858
NORTH CONWAY,"[-71.123811, 44.033613]",3458,NH,3860
NORTH HAMPTON,"[-70.826738, 42.977625]",3637,NH,3862
OSSIPEE,"[-71.112873, 43.694506]",1490,NH,3864
PLAISTOW,"[-71.093397, 42.835551]",7124,NH,3865
ROCHESTER,"[-71.055753, 43.309203]",3793,NH,3867
EAST ROCHESTER,"[-70.968581, 43.31256]",20616,NH,3868
ROLLINSFORD,"[-70.833207, 43.226936]",2395,NH,3869
RYE,"[-70.765153, 43.009468]",4415,NH,3870
SANBORNVILLE,"[-71.020005, 43.551277999999996]",2382,NH,3872
SANDOWN,"[-71.18606, 42.930819]",4060,NH,3873
SEABROOK,"[-70.86464, 42.88536]",6503,NH,3874
SILVER LAKE,"[-71.190501, 43.878974]",640,NH,3875
SOMERSWORTH,"[-70.875589, 43.252546]",11170,NH,3878
SOUTH EFFINGHAM,"[-71.002109, 43.721216]",201,NH,3882
SOUTH TAMWORTH,"[-71.311654, 43.833613]",188,NH,3883
STRAFFORD,"[-71.162475, 43.250575]",1618,NH,3884
STRATHAM,"[-70.899714, 43.019432]",4967,NH,3885
TAMWORTH,"[-71.264454, 43.862049]",1285,NH,3886
UNION,"[-71.020857, 43.4382]",4229,NH,3887
WEST OSSIPEE,"[-71.205141, 43.835956]",362,NH,3890
WOLFEBORO,"[-71.190843, 43.594996]",5586,NH,3894
BERWICK,"[-70.855038, 43.28992]",5942,ME,3901
CAPE NEDDICK,"[-70.639685, 43.213318]",953,ME,3902
ELIOT,"[-70.782216, 43.130943]",6506,ME,3903
KITTERY,"[-70.742876, 43.092128]",3537,ME,3904
KITTERY POINT,"[-70.712108, 43.097571]",4589,ME,3905
NORTH BERWICK,"[-70.721173, 43.325401]",6465,ME,3906
OGUNQUIT,"[-70.597176, 43.228457]",852,ME,3907
SOUTH BERWICK,"[-70.785949, 43.229201]",5982,ME,3908
YORK,"[-70.657826, 43.154447]",8477,ME,3909
ACTON,"[-70.930687, 43.549405]",767,ME,4001
ALFRED,"[-70.696087, 43.487503]",4730,ME,4002
BAILEY ISLAND,"[-69.995175, 43.734147]",464,ME,4003
ARUNDEL,"[-70.471928, 43.483647]",23646,ME,4005
BIDDEFORD POOL,"[-70.352024, 43.442722]",269,ME,4006
BOWDOINHAM,"[-69.918849, 44.036806]",4328,ME,4008
BRIDGTON,"[-70.724081, 44.052049]",3980,ME,4009
BROWNFIELD,"[-70.903225, 43.971316]",1148,ME,4010
BIRCH ISLAND,"[-69.955469, 43.897591]",22557,ME,4011
BUSTINS ISLAND,"[-70.042247, 43.79602]",0,ME,4013
CASCO,"[-70.526013, 43.959623]",3010,ME,4015
CENTER LOVELL,"[-70.883618, 44.168139]",148,ME,4016
CHEBEAGUE ISLAND,"[-70.116878, 43.735363]",337,ME,4017
CLIFF ISLAND,"[-70.107097, 43.695547]",87,ME,4019
CORNISH,"[-70.778433, 43.779612]",1736,ME,4020
CUMBERLAND CENTE,"[-70.2484, 43.809818]",8544,ME,4021
DENMARK,"[-70.792409, 43.975499]",679,ME,4022
EAST BALDWIN,"[-70.692159, 43.864604]",976,ME,4024
WEST LEBANON,"[-70.910986, 43.410304]",5224,ME,4027
NORTH SEBAGO,"[-70.633865, 43.882247]",597,ME,4029
EAST WATERBORO,"[-70.690626, 43.599537]",1153,ME,4030
FREEPORT,"[-70.113854, 43.851093]",8081,ME,4032
FRYEBURG,"[-70.966841, 44.031278]",2551,ME,4037
GORHAM,"[-70.467968, 43.684329]",13642,ME,4038
GRAY,"[-70.342939, 43.894202]",5383,ME,4039
HARRISON,"[-70.653855, 44.107099]",2274,ME,4040
HIRAM,"[-70.853076, 43.862217]",1905,ME,4041
HOLLIS CENTER,"[-70.605074, 43.594578]",2243,ME,4042
KENNEBUNK,"[-70.547802, 43.388055]",7826,ME,4043
KENNEBUNKPORT,"[-70.472867, 43.392288]",5220,ME,4046
KEZAR FALLS,"[-70.892717, 43.785361]",852,ME,4047
LIMERICK,"[-70.786556, 43.696265]",2982,ME,4048
LIMINGTON,"[-70.675178, 43.726031]",776,ME,4049
LONG ISLAND,"[-70.15509, 43.692014]",201,ME,4050
LOVELL,"[-70.929951, 44.161404]",763,ME,4051
MEREPOINT,"[-70.00347, 43.843496]",269,ME,4053
NAPLES,"[-70.598754, 43.968121]",2868,ME,4055
NORTH FRYEBURG,"[-70.981286, 44.132936]",185,ME,4058
NORTH SHAPLEIGH,"[-70.874392, 43.583458]",302,ME,4060
NORTH WATERBORO,"[-70.729799, 43.639976]",1516,ME,4061
WINDHAM,"[-70.414281, 43.795771]",13482,ME,4062
OLD ORCHARD BEAC,"[-70.392053, 43.517449]",8451,ME,4064
ORRS ISLAND,"[-69.966793, 43.77267]",861,ME,4066
PORTER,"[-70.924266, 43.826216]",985,ME,4068
POWNAL,"[-70.195497, 43.890042]",1690,ME,4069
RAYMOND,"[-70.449834, 43.921917]",3516,ME,4071
SACO,"[-70.454632, 43.520946]",16192,ME,4072
SANFORD,"[-70.758479, 43.428541]",15723,ME,4073
SCARBOROUGH,"[-70.345668, 43.583476]",12550,ME,4074
SEBAGO LAKE,"[-70.573454, 43.758355]",4141,ME,4075
SHAPLEIGH,"[-70.828619, 43.567353]",314,ME,4076
SOUTH CASCO,"[-70.512938, 43.876736]",250,ME,4077
SOUTH HARPSWELL,"[-69.993709, 43.781932]",1767,ME,4079
SOUTH WATERFORD,"[-70.792061, 44.151256]",439,ME,4081
SPRINGVALE,"[-70.806445, 43.471499]",5472,ME,4083
STANDISH,"[-70.480657, 43.814211]",1592,ME,4084
STEEP FALLS,"[-70.645627, 43.757137]",2060,ME,4085
PEJEPSCOT,"[-69.964479, 43.941286]",8535,ME,4086
WATERBORO,"[-70.743115, 43.566097]",1797,ME,4087
WELLS,"[-70.596883, 43.314352]",5590,ME,4090
WEST BALDWIN,"[-70.749015, 43.829873]",770,ME,4091
WESTBROOK,"[-70.358033, 43.684268]",16121,ME,4092
WEST BUXTON,"[-70.601546, 43.661586]",4910,ME,4093
MAPLEWOOD,"[-70.913476, 43.643417]",1126,ME,4095
YARMOUTH,"[-70.174958, 43.800933]",3068,ME,4096
PORTLAND,"[-70.258864, 43.660564]",17147,ME,4101
PORTLAND,"[-70.28981, 43.660168]",17660,ME,4102
PORTLAND,"[-70.2876, 43.687568]",28461,ME,4103
FALMOUTH,"[-70.26253, 43.734038]",7609,ME,4105
SOUTH PORTLAND,"[-70.270878, 43.631847]",23131,ME,4106
CAPE ELIZABETH,"[-70.230099, 43.601735]",8854,ME,4107
PEAKS ISLAND,"[-70.194017, 43.658921]",775,ME,4108
CUSHING ISLAND,"[-70.202201, 43.674971]",28,ME,4109
CUMBERLAND FORES,"[-70.188333, 43.774485]",2879,ME,4110
AUBURN,"[-70.238978, 44.094785]",24160,ME,4210
ANDOVER,"[-70.79666, 44.663703]",878,ME,4216
BETHEL,"[-70.803685, 44.416176]",2775,ME,4217
BRYANT POND,"[-70.643468, 44.395714]",1563,ME,4219
BUCKFIELD,"[-70.368293, 44.287676]",1551,ME,4220
CANTON,"[-70.321719, 44.418894]",1673,ME,4221
DANVILLE,"[-70.272055, 44.036528]",1086,ME,4223
DIXFIELD,"[-70.424099, 44.554799]",3032,ME,4224
DRYDEN,"[-70.223962, 44.600218]",4520,ME,4225
EAST ANDOVER,"[-70.729555, 44.603011]",154,ME,4226
EAST LIVERMORE,"[-70.130334, 44.399402]",560,ME,4228
EAST STONEHAM,"[-70.852936, 44.238201]",429,ME,4231
FRYE,"[-70.565319, 44.599482]",28,ME,4235
GREENE,"[-70.145532, 44.189059]",3661,ME,4236
HANOVER,"[-70.716735, 44.495875]",272,ME,4237
HEBRON,"[-70.375369, 44.202136]",826,ME,4238
JAY,"[-70.209883, 44.515994]",4631,ME,4239
LEWISTON,"[-70.191619, 44.098538]",40173,ME,4240
LISBON,"[-70.113933, 44.025511]",3633,ME,4250
LISBON FALLS,"[-70.073375, 43.997759]",8095,ME,4252
LIVERMORE FALLS,"[-70.193614, 44.445756]",4845,ME,4254
MECHANIC FALLS,"[-70.368206, 44.099957]",6247,ME,4256
MEXICO,"[-70.535797, 44.562776]",3316,ME,4257
MONMOUTH,"[-70.02627, 44.22083]",1838,ME,4259
NEW GLOUCESTER,"[-70.297381, 43.960835]",3916,ME,4260
NEWRY,"[-70.792611, 44.407937]",300,ME,4261
LEEDS,"[-70.125277, 44.28343]",1669,ME,4263
