city,loc,pop,state,zip
GARDEN CITY,"[-100.862088, 37.97693]",30189,KS,67846
HANSTON,"[-99.69278, 38.108964]",695,KS,67849
HEALY,"[-100.615941, 38.566355]",476,KS,67850
HOLCOMB,"[-100.989323, 37.993105]",2060,KS,67851
INGALLS,"[-100.514253, 37.829339]",807,KS,67853
JETMORE,"[-99.932668, 38.073829]",1482,KS,67854
JOHNSON,"[-101.719354, 37.569424]",1979,KS,67855
KALVESTA,"[-100.443095, 38.102796]",326,KS,67856
KENDALL,"[-101.596883, 37.963657]",86,KS,67857
KINGSDOWN,"[-99.751553, 37.52138]",124,KS,67858
KISMET,"[-100.750645, 37.133601]",1195,KS,67859
LAKIN,"[-101.271297, 37.938197]",2950,KS,67860
LEOTI,"[-101.358851, 38.498726]",2604,KS,67861
MANTER,"[-101.910869, 37.545094]",354,KS,67862
MODOC,"[-101.199231, 38.482523]",154,KS,67863
MEADE,"[-100.336378, 37.282137]",1949,KS,67864
BLOOM,"[-99.960358, 37.42454]",999,KS,67865
MONTEZUMA,"[-100.446127, 37.601638]",1431,KS,67867
PIERCEVILLE,"[-100.71177, 37.907739]",495,KS,67868
PLAINS,"[-100.573174, 37.270106]",1417,KS,67869
SATANTA,"[-100.96908, 37.440916]",1881,KS,67870
FRIEND,"[-100.899331, 38.47994]",4476,KS,67871
SHIELDS,"[-100.417699, 38.620794]",158,KS,67874
SPEARVILLE,"[-99.737041, 37.823473]",1361,KS,67876
SUBLETTE,"[-100.820775, 37.522148]",2364,KS,67877
SYRACUSE,"[-101.768654, 37.982581]",2302,KS,67878
TRIBUNE,"[-101.765584, 38.496218999999996]",1774,KS,67879
ULYSSES,"[-101.348846, 37.579174]",7159,KS,67880
WRIGHT,"[-99.923766, 37.767638]",759,KS,67882
LIBERAL,"[-100.92857, 37.043789]",17189,KS,67901
ELKHART,"[-101.901244, 37.015448]",2562,KS,67950
HUGOTON,"[-101.334614, 37.168226]",4244,KS,67951
MOSCOW,"[-101.242699, 37.317175]",804,KS,67952
RICHFIELD,"[-101.700382, 37.283364]",269,KS,67953
ROLLA,"[-101.644683, 37.108881]",649,KS,67954
ABIE,"[-96.956282, 41.347901]",282,NE,68001
ARLINGTON,"[-96.306974, 41.441654]",2075,NE,68002
ASHLAND,"[-96.39041, 41.05411]",3296,NE,68003
BANCROFT,"[-96.617146, 42.026716]",913,NE,68004
BELLEVUE,"[-95.909932, 41.149663]",24133,NE,68005
BENNINGTON,"[-96.157525, 41.362262]",1372,NE,68007
BLAIR,"[-96.161666, 41.545376]",9059,NE,68008
BRUNO,"[-96.964612, 41.271771]",366,NE,68014
CEDAR BLUFFS,"[-96.569115, 41.383492]",1911,NE,68015
CERESCO,"[-96.639769, 41.06807]",1237,NE,68017
COLON,"[-96.614132, 41.288261]",290,NE,68018
CRAIG,"[-96.392398, 41.771497]",574,NE,68019
DECATUR,"[-96.259456, 41.996553]",975,NE,68020
ELKHORN,"[-96.24308, 41.275647]",8508,NE,68022
FORT CALHOUN,"[-96.032375, 41.437281]",2833,NE,68023
FREMONT,"[-96.494468, 41.441637]",26498,NE,68025
GRETNA,"[-96.245837, 41.134458]",3236,NE,68028
HERMAN,"[-96.286942, 41.652381]",988,NE,68029
HOOPER,"[-96.523231, 41.641371]",1821,NE,68031
ITHACA,"[-96.529785, 41.174849]",359,NE,68033
KENNARD,"[-96.161927, 41.471139]",1652,NE,68034
LESHARA,"[-96.449805, 41.346597]",492,NE,68035
LINWOOD,"[-96.939873, 41.412926]",175,NE,68036
LOUISVILLE,"[-96.194817, 40.996667]",1998,NE,68037
LYONS,"[-96.466136, 41.94416]",1613,NE,68038
MACY,"[-96.358865, 42.117739]",1464,NE,68039
MALMO,"[-96.732718, 41.298424]",584,NE,68040
MEAD,"[-96.496141, 41.23929]",786,NE,68041
NICKERSON,"[-96.490423, 41.523293]",691,NE,68044
OAKLAND,"[-96.467064, 41.838426]",1855,NE,68045
PAPILLION,"[-96.037052, 41.152257]",7177,NE,68046
PENDER,"[-96.718907, 42.117719]",1818,NE,68047
PLATTSMOUTH,"[-95.913933, 40.999194]",10387,NE,68048
PRAGUE,"[-96.830084, 41.303598]",819,NE,68050
RICHFIELD,"[-96.045627, 41.090522]",822,NE,68054
ROSALIE,"[-96.492866, 42.057435]",424,NE,68055
SCRIBNER,"[-96.644095, 41.663035]",1485,NE,68057
SPRINGFIELD,"[-96.143811, 41.07649]",2961,NE,68059
TEKAMAH,"[-96.228144, 41.781898]",2881,NE,68061
THURSTON,"[-96.690356, 42.188161]",362,NE,68062
VALLEY,"[-96.346288, 41.318581]",3067,NE,68064
VALPARAISO,"[-96.809149, 41.084304]",1095,NE,68065
WAHOO,"[-96.621946, 41.211723]",4258,NE,68066
WALTHILL,"[-96.480294, 42.148543]",1212,NE,68067
WATERLOO,"[-96.306318, 41.27024]",1468,NE,68069
WESTON,"[-96.769075, 41.181083]",834,NE,68070
WINNEBAGO,"[-96.468507, 42.233851]",1449,NE,68071
YUTAN,"[-96.393247, 41.23403]",1838,NE,68073
OMAHA,"[-95.940909, 41.258961]",4963,NE,68102
OMAHA,"[-95.999888, 41.29186]",35325,NE,68104
OMAHA,"[-95.962938, 41.243502]",23007,NE,68105
OMAHA,"[-95.997972, 41.240322]",20622,NE,68106
OMAHA,"[-95.955877, 41.206783]",23890,NE,68107
OMAHA,"[-95.933557, 41.238198]",12721,NE,68108
OMAHA,"[-95.936072, 41.293342]",8718,NE,68110
OMAHA,"[-95.965045, 41.296212]",28453,NE,68111
OMAHA,"[-95.959684, 41.329614]",12075,NE,68112
OFFUTT A F B,"[-95.907601, 41.114755]",2894,NE,68113
OMAHA,"[-96.049306, 41.265624]",16573,NE,68114
OMAHA,"[-96.149462, 41.287854]",875,NE,68116
OMAHA,"[-95.995301, 41.206403]",8347,NE,68117
OMAHA,"[-96.166118, 41.260636]",3593,NE,68118
OMAHA,"[-96.045772, 41.333312]",2556,NE,68122
OMAHA,"[-95.95599, 41.122265]",20362,NE,68123
OMAHA,"[-96.049515, 41.233814]",16340,NE,68124
RALSTON,"[-96.055019, 41.201782]",22434,NE,68127
PAPILLION,"[-96.040256, 41.171983]",15882,NE,68128
OMAHA,"[-96.168815, 41.235452]",7291,NE,68130
OMAHA,"[-95.963891, 41.264658]",14069,NE,68131
OMAHA,"[-95.995954, 41.265746]",13730,NE,68132
PAPILLION,"[-96.013076, 41.141564]",842,NE,68133
OMAHA,"[-96.054569, 41.294917]",27571,NE,68134
OMAHA,"[-96.169827, 41.210419]",2503,NE,68135
OMAHA,"[-96.209633, 41.168343]",226,NE,68136
MILLARD,"[-96.124462, 41.201067]",23894,NE,68137
PAPILLION,"[-96.129718, 41.177724]",8845,NE,68138
OMAHA,"[-96.090109, 41.335904]",1249,NE,68142
MILLARD,"[-96.116772, 41.235599]",26450,NE,68144
OMAHA,"[-95.959156, 41.181508]",9205,NE,68147
OMAHA,"[-96.000295, 41.334557]",6518,NE,68152
OMAHA,"[-96.120611, 41.264167]",21847,NE,68154
PAPILLION,"[-95.995378, 41.183423]",6112,NE,68157
OMAHA,"[-96.100793, 41.29552]",16301,NE,68164
ADAMS,"[-96.53956, 40.457571]",1127,NE,68301
ALEXANDRIA,"[-97.403855, 40.261446]",429,NE,68303
ALVO,"[-96.403557, 40.899185]",447,NE,68304
AUBURN,"[-95.852646, 40.378889]",4296,NE,68305
AVOCA,"[-96.095736, 40.815941]",444,NE,68307
BEATRICE,"[-96.743494, 40.270509]",15528,NE,68310
BEAVER CROSSING,"[-97.291356, 40.788658]",827,NE,68313
BEE,"[-97.074469, 41.000675]",447,NE,68314
BELVIDERE,"[-97.555416, 40.25101]",233,NE,68315
BENEDICT,"[-97.602921, 41.003268]",646,NE,68316
BENNET,"[-96.5134, 40.63822]",1611,NE,68317
BLUE SPRINGS,"[-96.659037, 40.140684]",504,NE,68318
BRADSHAW,"[-97.760699, 40.920718]",716,NE,68319
BROCK,"[-95.980145, 40.477227]",400,NE,68320
BROWNVILLE,"[-95.69348, 40.399447]",475,NE,68321
BRUNING,"[-97.557276, 40.330157]",496,NE,68322
BURCHARD,"[-96.348806, 40.105743]",507,NE,68323
BURR,"[-96.238401, 40.560057]",500,NE,68324
BYRON,"[-97.761236, 40.02688]",357,NE,68325
CARLETON,"[-97.671909, 40.300534]",323,NE,68326
CHESTER,"[-97.61969, 40.028954]",527,NE,68327
CLATONIA,"[-96.855513, 40.47236]",502,NE,68328
COOK,"[-96.15262, 40.498628]",592,NE,68329
CORDOVA,"[-97.340721, 40.718477]",241,NE,68330
CORTLAND,"[-96.716627, 40.497599]",691,NE,68331
CRAB ORCHARD,"[-96.411569, 40.316648]",169,NE,68332
CRETE,"[-96.956676, 40.619302]",6390,NE,68333
DAVENPORT,"[-97.80496, 40.310782]",488,NE,68335
DAVEY,"[-96.641379, 41.002543]",413,NE,68336
DAWSON,"[-95.834097, 40.137697]",359,NE,68337
DAYKIN,"[-97.304306, 40.31916]",324,NE,68338
DENTON,"[-96.853157, 40.700905]",1035,NE,68339
DESHLER,"[-97.730007, 40.138668]",1108,NE,68340
DE WITT,"[-96.933766, 40.39438]",821,NE,68341
DILLER,"[-96.949487, 40.119201]",507,NE,68342
DORCHESTER,"[-97.105562, 40.649858]",832,NE,68343
DOUGLAS,"[-96.396958, 40.583824]",369,NE,68344
DU BOIS,"[-96.057477, 40.037486]",315,NE,68345
DUNBAR,"[-96.013575, 40.659156]",619,NE,68346
EAGLE,"[-96.428965, 40.816909]",1561,NE,68347
ELK CREEK,"[-96.142128, 40.2977]",356,NE,68348
ELMWOOD,"[-96.294395, 40.837811]",879,NE,68349
ENDICOTT,"[-97.093787, 40.073407]",282,NE,68350
EXETER,"[-97.442388, 40.634062]",934,NE,68351
FAIRBURY,"[-97.183918, 40.148817]",5763,NE,68352
FAIRMONT,"[-97.58729, 40.6404]",968,NE,68354
FALLS CITY,"[-95.593148, 40.074193]",6069,NE,68355
FILLEY,"[-96.530132, 40.294606]",352,NE,68357
FIRTH,"[-96.614023, 40.558595]",1095,NE,68358
FRIEND,"[-97.273928, 40.636792]",1707,NE,68359
GARLAND,"[-96.97019, 40.941189]",795,NE,68360
GENEVA,"[-97.609625, 40.527731]",3224,NE,68361
GILEAD,"[-97.42714, 40.146986]",169,NE,68362
GOEHNER,"[-97.205456, 40.830208]",457,NE,68364
GRAFTON,"[-97.740263, 40.640193]",302,NE,68365
GREENWOOD,"[-96.42584, 40.97064]",813,NE,68366
GRESHAM,"[-97.407937, 41.020952]",426,NE,68367
HALLAM,"[-96.754518, 40.554734]",663,NE,68368
HEBRON,"[-97.605228, 40.172807]",2305,NE,68370
HENDERSON,"[-97.797865, 40.781374]",1615,NE,68371
HOLLAND,"[-96.624924, 40.624558]",1495,NE,68372
HOLMESVILLE,"[-96.632635, 40.220245]",353,NE,68374
HUBBELL,"[-97.473467, 40.045581]",200,NE,68375
HUMBOLDT,"[-95.931079, 40.156595]",1806,NE,68376
JANSEN,"[-97.024426, 40.207425]",579,NE,68377
JOHNSON,"[-95.988276, 40.401623]",747,NE,68378
JULIAN,"[-95.85046, 40.486056]",313,NE,68379
LEWISTON,"[-96.404941, 40.230879]",189,NE,68380
LIBERTY,"[-96.523668, 40.075286]",422,NE,68381
MC COOL JUNCTION,"[-97.593666, 40.744181]",820,NE,68401
MALCOLM,"[-96.859966, 40.90913]",954,NE,68402
MARTELL,"[-96.744227, 40.651434]",864,NE,68404
MILFORD,"[-97.05763, 40.763153]",3258,NE,68405
MILLIGAN,"[-97.399684, 40.495163]",477,NE,68406
MURDOCK,"[-96.284827, 40.919033999999996]",622,NE,68407
MURRAY,"[-95.922668, 40.91999]",1145,NE,68409
NEBRASKA CITY,"[-95.8619, 40.674746]",7668,NE,68410
NEHAWKA,"[-95.993045, 40.832978]",423,NE,68413
NEMAHA,"[-95.69133, 40.319818]",428,NE,68414
ODELL,"[-96.801924, 40.045128]",642,NE,68415
OHIOWA,"[-97.442712, 40.406507]",274,NE,68416
OTOE,"[-96.132867, 40.735485]",696,NE,68417
PALMYRA,"[-96.399903, 40.704964]",1012,NE,68418
PAWNEE CITY,"[-96.150926, 40.109291]",1434,NE,68420
PERU,"[-95.731166, 40.476643]",1321,NE,68421
PICKRELL,"[-96.734444, 40.382117]",512,NE,68422
PLEASANT DALE,"[-96.95128, 40.813329]",678,NE,68423
PLYMOUTH,"[-97.001169, 40.303896]",872,NE,68424
AGNEW,"[-96.782942, 40.985331]",1218,NE,68428
REYNOLDS,"[-97.318243, 40.059372]",184,NE,68429
ROCA,"[-96.639085, 40.670195]",517,NE,68430
RULO,"[-95.429218, 40.053619]",312,NE,68431
SAINT MARY,"[-96.289972, 40.444756]",259,NE,68432
SALEM,"[-95.727261, 40.061953]",280,NE,68433
SEWARD,"[-97.096618, 40.906609]",7082,NE,68434
SHICKLEY,"[-97.714298, 40.407677]",722,NE,68436
SHUBERT,"[-95.689454, 40.232479]",320,NE,68437
STAPLEHURST,"[-97.185859, 40.984455]",597,NE,68439
STEELE CITY,"[-96.990712, 40.042492]",248,NE,68440
STEINAUER,"[-96.230215, 40.216885]",378,NE,68441
STELLA,"[-95.767989, 40.230345]",342,NE,68442
STERLING,"[-96.386655, 40.463743]",840,NE,68443
STRANG,"[-97.552132, 40.398105]",202,NE,68444
SWANTON,"[-97.08055, 40.384389]",266,NE,68445
SYRACUSE,"[-96.182407, 40.661386]",1937,NE,68446
TABLE ROCK,"[-96.081822, 40.187437]",494,NE,68447
TALMAGE,"[-96.013814, 40.558646]",731,NE,68448
TECUMSEH,"[-96.204951, 40.369702]",2457,NE,68450
ONG,"[-97.861018, 40.396806]",150,NE,68452
TOBIAS,"[-97.318444, 40.426171]",464,NE,68453
UNADILLA,"[-96.282454, 40.691675]",720,NE,68454
UNION,"[-95.903739, 40.824452]",689,NE,68455
UTICA,"[-97.334431, 40.91685]",1068,NE,68456
VERDON,"[-95.716157, 40.142507]",449,NE,68457
VIRGINIA,"[-96.512145, 40.230877]",226,NE,68458
WACO,"[-97.453352, 40.919826]",613,NE,68460
WALTON,"[-96.535943, 40.797467]",268,NE,68461
WAVERLY,"[-96.525988, 40.92224]",2545,NE,68462
WEEPING WATER,"[-96.152825, 40.873096]",1910,NE,68463
WESTERN,"[-97.197649, 40.415157]",552,NE,68464
WILBER,"[-96.975713, 40.482141]",2016,NE,68465
WYMORE,"[-96.661326, 40.112955]",1935,NE,68466
YORK,"[-97.582482, 40.866678]",9592,NE,68467
LINCOLN,"[-96.693763, 40.789282]",27576,NE,68502
LINCOLN,"[-96.676623, 40.823339]",14093,NE,68503
LINCOLN,"[-96.653248, 40.839226]",12756,NE,68504
LINCOLN,"[-96.625193, 40.824674]",13461,NE,68505
LINCOLN,"[-96.643052, 40.784796]",25903,NE,68506
LINCOLN,"[-96.628874, 40.847265]",12296,NE,68507
LINCOLN,"[-96.700907, 40.814503]",13716,NE,68508
LINCOLN,"[-96.654458, 40.806345]",20948,NE,68510
LINCOLN,"[-96.694606, 40.756487]",6139,NE,68512
LINCOLN,"[-96.661082, 40.925792]",200,NE,68514
LINCOLN,"[-96.652304, 40.756807]",21213,NE,68516
LINCOLN,"[-96.604509, 40.931743]",485,NE,68517
LINCOLN,"[-96.569341, 40.774441]",1460,NE,68520
LINCOLN,"[-96.711006, 40.851044]",16067,NE,68521
LINCOLN,"[-96.747871, 40.793407]",4991,NE,68522
LINCOLN,"[-96.758339, 40.740766]",685,NE,68523
LINCOLN,"[-96.794345, 40.852913]",4321,NE,68524
LINCOLN,"[-96.587817, 40.731386]",526,NE,68526
LINCOLN,"[-96.540053, 40.834708]",617,NE,68527
LINCOLN,"[-96.754496, 40.819541]",2476,NE,68528
LINCOLN,"[-96.715572, 40.899397]",310,NE,68531
LINCOLN,"[-96.85509, 40.792159]",391,NE,68532
RICHLAND,"[-97.356469, 41.437225]",23684,NE,68601
ALBION,"[-97.999116, 41.704947]",3788,NE,68620
AMES,"[-96.646344, 41.461253]",141,NE,68621
BARTLETT,"[-98.556668, 41.8697]",262,NE,68622
BELGRADE,"[-98.086638, 41.461077]",268,NE,68623
BELLWOOD,"[-97.274657, 41.347389]",1199,NE,68624
BRAINARD,"[-96.988226, 41.183151]",570,NE,68626
CEDAR RAPIDS,"[-98.15538, 41.556407]",728,NE,68627
CLARKS,"[-97.846143, 41.232797]",749,NE,68628
CLARKSON,"[-97.105059, 41.696064]",1235,NE,68629
CRESTON,"[-97.368692, 41.660695]",910,NE,68631
GARRISON,"[-97.126229, 41.237315]",3798,NE,68632
DODGE,"[-96.818077, 41.681609]",2151,NE,68633
DWIGHT,"[-96.993143, 41.089388]",462,NE,68635
ELGIN,"[-98.075082, 41.973239]",1367,NE,68636
ERICSON,"[-98.645323, 41.782804]",311,NE,68637
FULLERTON,"[-98.005362, 41.366042]",2087,NE,68638
GENOA,"[-97.764011, 41.446776]",2116,NE,68640
HOWELLS,"[-96.985811, 41.696441]",1122,NE,68641
HUMPHREY,"[-97.498649, 41.670184]",1818,NE,68642
LEIGH,"[-97.232001, 41.673877]",1225,NE,68643
LINDSAY,"[-97.671134, 41.692634]",973,NE,68644
MONROE,"[-97.606075, 41.478255]",799,NE,68647
MORSE BLUFF,"[-96.786171, 41.417831]",486,NE,68648
NORTH BEND,"[-96.781328, 41.468924]",1651,NE,68649
OCTAVIA,"[-97.07021, 41.355323]",361,NE,68650
OSCEOLA,"[-97.557079, 41.196565]",1398,NE,68651
PETERSBURG,"[-98.084791, 41.858954]",784,NE,68652
PLATTE CENTER,"[-97.457616, 41.524114]",1399,NE,68653
POLK,"[-97.752372, 41.117671]",988,NE,68654
PRIMROSE,"[-98.235455, 41.64054]",255,NE,68655
RISING CITY,"[-97.303174, 41.208219]",697,NE,68658
ROGERS,"[-96.949735, 41.469536]",208,NE,68659
SAINT EDWARD,"[-97.880116, 41.57076]",1112,NE,68660
SCHUYLER,"[-97.062832, 41.459128]",5243,NE,68661
SHELBY,"[-97.429536, 41.243544]",1495,NE,68662
SILVER CREEK,"[-97.667106, 41.318999]",627,NE,68663
SPALDING,"[-98.371468, 41.687409]",1053,NE,68665
STROMSBURG,"[-97.574183, 41.111834]",1765,NE,68666
ULYSSES,"[-97.309013, 41.089922]",250,NE,68667
ULYSSES,"[-97.198388, 41.079059]",440,NE,68669
NORFOLK,"[-97.422898, 42.032914]",25728,NE,68701
ALLEN,"[-96.8574, 42.443667]",1007,NE,68710
AMELIA,"[-99.008036, 42.18088]",196,NE,68711
ATKINSON,"[-98.976087, 42.548279]",2321,NE,68713
BASSETT,"[-99.538732, 42.576293]",1344,NE,68714
BATTLE CREEK,"[-97.598153, 41.994283]",1448,NE,68715
BEEMER,"[-96.815008, 41.937422]",948,NE,68716
BELDEN,"[-97.195628, 42.402185]",346,NE,68717
BLOOMFIELD,"[-97.654494, 42.597824]",1873,NE,68718
BRISTOW,"[-98.60267, 42.880575]",355,NE,68719
BRUNSWICK,"[-97.944008, 42.351023]",907,NE,68720
BUTTE,"[-98.845903, 42.912377]",667,NE,68722
CARROLL,"[-97.192612, 42.277009]",576,NE,68723
CENTER,"[-97.883567, 42.602451]",264,NE,68724
CHAMBERS,"[-98.737846, 42.191606]",815,NE,68725
CLEARWATER,"[-98.186761, 42.126562]",919,NE,68726
COLERIDGE,"[-97.178564, 42.522992]",1185,NE,68727
CONCORD,"[-96.981035, 42.381982]",262,NE,68728
CREIGHTON,"[-97.89323, 42.468053]",1604,NE,68729
CROFTON,"[-97.540589, 42.737028]",1717,NE,68730
DAKOTA CITY,"[-96.453608, 42.38074]",3022,NE,68731
DIXON,"[-96.977381, 42.41853]",226,NE,68732
EMERSON,"[-96.71587, 42.285247]",1471,NE,68733
EMMET,"[-98.823777, 42.474708]",190,NE,68734
EWING,"[-98.398137, 42.185107]",1300,NE,68735
FORDYCE,"[-97.356665, 42.730889]",1059,NE,68736
FOSTER,"[-97.658038, 42.269932]",216,NE,68737
HARTINGTON,"[-97.283678, 42.623494]",2806,NE,68739
HOSKINS,"[-97.308435, 42.140839]",784,NE,68740
HUBBARD,"[-96.622425, 42.413139]",705,NE,68741
INMAN,"[-98.538366, 42.376149]",439,NE,68742
JACKSON,"[-96.574335, 42.452877]",406,NE,68743
LAUREL,"[-97.087381, 42.427036]",1519,NE,68745
LYNCH,"[-98.450433, 42.837275]",496,NE,68746
MCLEAN,"[-97.475113, 42.392082]",232,NE,68747
MADISON,"[-97.47195, 41.830786]",3203,NE,68748
MAGNET,"[-97.440722, 42.475294]",218,NE,68749
MASKELL,"[-96.966978, 42.670245]",218,NE,68751
MEADOW GROVE,"[-97.733426, 42.010184]",939,NE,68752
MILLS,"[-99.446647, 42.922527]",329,NE,68753
NAPER,"[-99.071027, 42.952091]",521,NE,68755
NELIGH,"[-98.01507, 42.138926]",2375,NE,68756
NEWCASTLE,"[-96.87085, 42.620672]",763,NE,68757
NEWMAN GROVE,"[-97.773966, 41.74977]",1482,NE,68758
NEWPORT,"[-99.335887, 42.600089]",344,NE,68759
VERDEL,"[-97.912734, 42.776942]",1051,NE,68760
OAKDALE,"[-97.918644, 42.053585]",1016,NE,68761
OBERT,"[-97.070709, 42.65767]",204,NE,68762
ONEILL,"[-98.645565, 42.485733]",5782,NE,68763
ORCHARD,"[-98.240853, 42.33987]",1044,NE,68764
OSMOND,"[-97.581998, 42.353936]",1418,NE,68765
PAGE,"[-98.39639, 42.411882]",544,NE,68766
PIERCE,"[-97.525604, 42.194323]",2942,NE,68767
PILGER,"[-97.268472, 42.040413]",3122,NE,68768
PLAINVIEW,"[-97.778615, 42.346701]",1978,NE,68769
PONCA,"[-96.712793, 42.56931]",1316,NE,68770
RANDOLPH,"[-97.346443, 42.379778]",1826,NE,68771
ROSE,"[-99.444755, 42.256782]",331,NE,68772
ROYAL,"[-98.124626, 42.294614]",479,NE,68773
SAINT HELENA,"[-97.358616, 42.818145]",888,NE,68774
SOUTH SIOUX CITY,"[-96.418161, 42.465615]",12037,NE,68776
SPENCER,"[-98.705853, 42.884936]",796,NE,68777
SPRINGVIEW,"[-99.806148, 42.848785]",700,NE,68778
STANTON,"[-97.213955, 41.907559]",3122,NE,68779
STUART,"[-99.139563, 42.571307]",1331,NE,68780
TILDEN,"[-97.822297, 42.049629]",883,NE,68781
VERDIGRE,"[-98.079278, 42.610111]",1184,NE,68783
WAKEFIELD,"[-96.877645, 42.273271]",1858,NE,68784
WATERBURY,"[-96.74478, 42.460431]",241,NE,68785
WAUSA,"[-97.557616, 42.497265]",1058,NE,68786
WAYNE,"[-97.018579, 42.230439]",6454,NE,68787
WEST POINT,"[-96.731763, 41.84503]",6463,NE,68788
WINNETOON,"[-98.025408, 42.494565]",395,NE,68789
WINSIDE,"[-97.182505, 42.167817]",808,NE,68790
WISNER,"[-96.916975, 41.997994]",1793,NE,68791
WYNOT,"[-97.167809, 42.739304]",609,NE,68792
GRAND ISLAND,"[-98.341062, 40.921858]",24173,NE,68801
GRAND ISLAND,"[-98.387271, 40.928608]",19337,NE,68803
ALDA,"[-98.455135, 40.856923]",872,NE,68810
AMHERST,"[-99.260949, 40.849494]",560,NE,68812
MILBURN,"[-99.799149, 41.636214]",566,NE,68813
ANSLEY,"[-99.36452, 41.30193]",853,NE,68814
ARCADIA,"[-99.120468, 41.429305]",609,NE,68815
ARCHER,"[-98.118151, 41.178156]",237,NE,68816
ASHTON,"[-98.803352, 41.267184]",505,NE,68817
AURORA,"[-98.020107, 40.852838]",5954,NE,68818
BERWYN,"[-99.501573, 41.347015]",318,NE,68819
BOELUS,"[-98.697551, 41.100278]",533,NE,68820
BREWSTER,"[-99.829196, 41.946705]",246,NE,68821
BROKEN BOW,"[-99.635452, 41.412586]",4864,NE,68822
BURWELL,"[-99.099527, 41.807982]",2141,NE,68823
CAIRO,"[-98.616538, 41.000183]",976,NE,68824
CALLAWAY,"[-99.993185, 41.248499]",1100,NE,68825
CENTRAL CITY,"[-98.001693, 41.121259]",3783,NE,68826
CHAPMAN,"[-98.221723, 40.985592]",1503,NE,68827
COMSTOCK,"[-99.275281, 41.555254]",331,NE,68828
COTESFIELD,"[-98.655344, 41.34301]",216,NE,68829
DANNEBROG,"[-98.554564, 41.119156]",890,NE,68831
DONIPHAN,"[-98.37901, 40.770031]",1496,NE,68832
DUNNING,"[-100.087271, 41.813107]",225,NE,68833
EDDYVILLE,"[-99.681009, 41.0079]",229,NE,68834
ELBA,"[-98.575622, 41.28644]",310,NE,68835
ELM CREEK,"[-99.372786, 40.730079]",1256,NE,68836
ELYRIA,"[-99.046656, 41.695655]",305,NE,68837
FARWELL,"[-98.648144, 41.220378]",313,NE,68838
GIBBON,"[-98.85435, 40.744445]",1901,NE,68840
GILTNER,"[-98.14344, 40.765402]",522,NE,68841
GREELEY,"[-98.529951, 41.552578]",832,NE,68842
HAMPTON,"[-97.884146, 40.923609]",897,NE,68843
HAZARD,"[-99.071859, 41.093368]",285,NE,68844
HORDVILLE,"[-97.888145, 41.081253]",405,NE,68846
KEARNEY,"[-99.077883, 40.713608]",28674,NE,68847
LEXINGTON,"[-99.751515, 40.785002]",8970,NE,68850
LITCHFIELD,"[-99.141452, 41.168639]",629,NE,68852
LOUP CITY,"[-98.975149, 41.284531]",1810,NE,68853
MARQUETTE,"[-97.999955, 41.010017]",563,NE,68854
MASON CITY,"[-99.304937, 41.185319]",473,NE,68855
MERNA,"[-99.803595, 41.443482]",913,NE,68856
MILLER,"[-99.373987, 40.942236]",337,NE,68858
NORTH LOUP,"[-98.785836, 41.49717]",626,NE,68859
OCONTO,"[-99.695112, 41.138075]",539,NE,68860
ODESSA,"[-99.254082, 40.709726]",379,NE,68861
ORD,"[-98.941783, 41.596187]",3629,NE,68862
OVERTON,"[-99.527824, 40.751875]",1090,NE,68863
PALMER,"[-98.241146, 41.178757]",1142,NE,68864
PHILLIPS,"[-98.21286, 40.898197]",517,NE,68865
PLEASANTON,"[-99.128278, 40.981848]",654,NE,68866
PROSSER,"[-98.559471, 40.659175]",297,NE,68868
RAVENNA,"[-98.904129, 41.023271]",1646,NE,68869
RIVERDALE,"[-99.138147, 40.762684]",784,NE,68870
ROCKVILLE,"[-98.857757, 41.110832]",489,NE,68871
SAINT LIBORY,"[-98.35888, 41.08669]",705,NE,68872
SAINT PAUL,"[-98.443987, 41.224212]",3088,NE,68873
SARGENT,"[-99.381624, 41.650845]",1042,NE,68874
SCOTIA,"[-98.689256, 41.483724]",711,NE,68875
SHELTON,"[-98.743453, 40.771703]",1256,NE,68876
SUMNER,"[-99.519951, 40.950384]",448,NE,68878
ALMERIA,"[-99.415404, 41.822859]",683,NE,68879
WESTERVILLE,"[-99.384369, 41.419282]",172,NE,68881
WOLBACH,"[-98.399456, 41.424373]",466,NE,68882
WOOD RIVER,"[-98.606509, 40.810635]",2071,NE,68883
HASTINGS,"[-98.391146, 40.587654]",25562,NE,68901
ALMA,"[-99.360073, 40.118853]",1587,NE,68920
ARAPAHOE,"[-99.899697, 40.302662]",1246,NE,68922
ATLANTA,"[-99.484354, 40.384901]",261,NE,68923
AXTELL,"[-99.116903, 40.526907]",1547,NE,68924
AYR,"[-98.438982, 40.441054]",616,NE,68925
BEAVER CITY,"[-99.806532, 40.129036]",959,NE,68926
BERTRAND,"[-99.575891, 40.560843]",1566,NE,68927
BLADEN,"[-98.604625, 40.298996]",579,NE,68928
BLOOMINGTON,"[-99.009438, 40.138257]",431,NE,68929
BLUE HILL,"[-98.426955, 40.31102]",1291,NE,68930
CAMPBELL,"[-98.737012, 40.296684]",525,NE,68932
CLAY CENTER,"[-98.038649, 40.511301]",1115,NE,68933
DEWEESE,"[-98.177199, 40.379234]",342,NE,68934
EDGAR,"[-97.972679, 40.365166]",795,NE,68935
EDISON,"[-99.785988, 40.280176]",246,NE,68936
